GENE	GeneLength
GM12105	779
GM13989	200
GM16072	2377
GM13819	643
GM11220	475
PSMB6-PS	713
GM14311	148
GM13745	527
GM15789	1359
GM11923	508
GM15183	348
GM15048	954
GM12726	601
FTL2	552
GM12993	479
GM14217	891
MUP-PS14	532
GM13904	837
GM2673	1608
GM16242	553
GM1866	477
PRAMEL	1383
GM15785	694
GM13114	106
GM12661	3335
GM8659	1084
OLFR260-PS1	822
GM12098	508
GM14490	2218
GM9246	3490
GM14358	403
GM13230	1575
GM14728	493
USP-PS	957
GM6441	696
GM12138	951
GM15753	1062
GM12431	168
GM16481	1227
GM13922	156
GM14665	557
GM15928	287
GM11991	1074
GM13505	817
GM14039	101
GM15377	246
GM12013	155
GLNS-PS1	1118
SLFN14-PS	3704
GM14572	576
GM15320	364
GM15933	616
MAGEB16-PS1	1127
GM16216	1111
GM13777	345
RPL19-PS12	591
GM11196	395
GM12479	1585
GM14445	1484
GM13915	931
GM13489	971
GM15490	386
GM12188	310
GM4994	2187
GM13862	197
GM12659	361
GM15720	282
GM8199	823
GM11809	950
GM16149	309
GM14679	722
GM14975	664
GM13577	213
GM11824	846
GM14502	113
GM15799	289
GM13541	283
GM15236	379
GM14988	1548
GM15660	478
GM11905	678
GM16463	721
GM13094	409
GM11212	618
GM13518	233
GM12864	1006
GM12788	308
GM12312	644
RPL23A-PS13	441
GM14570	391
GM12266	962
GM13002	682
GM11810	333
GM13655	745
GM16464	1095
GM7164	450
GM12008	755
GM12038	207
GM14116	805
GM7910	837
GM11578	459
GM11350	870
GM14701	348
GM14276	657
GM13360	799
GM7091	586
GM14360	393
GM14656	502
GM12369	942
GM8617	2222
RPL27-PS2	399
GM14835	315
MUP-PS10	556
GM14877	478
GM14563	354
GM13163	336
GM16005	269
GM11307	929
GM11407	1058
GM12230	454
GM12252	219
GM15994	402
GM12428	727
GM12403	951
GM13670	461
GM2768	250
GM4784	1824
GM13641	473
GM5166	573
GM14719	231
RPL5-PS1	894
GM12444	877
GM13034	3177
GM14231	594
GM8577	986
GM14504	1497
GM15763	403
GM12871	438
GM4910	366
GM15636	668
GM7722	746
GM7058	902
GM12998	789
GM15379	648
EIF4A-PS4	1693
GM14382	437
GM15299	371
GM15826	1384
GM12102	604
GM15009	322
GM14314	1015
OLFR271-PS1	952
GM1401	772
GM13602	493
GM12943	210
GM14865	494
GM15079	216
GM13728	400
GM715	831
OLFR1144-PS1	313
GM8344	856
NAP1L2	2465
GM6506	1136
GM16221	393
GM13326	1011
GM11355	306
OLFR1172-PS1	204
GM12383	760
GM14234	845
GM14380	431
GM15776	457
GM12443	323
GM3810	476
GM8503	455
GM6292	1095
GM13047	815
GM16074	444
GM13161	559
GM12997	640
GM12181	531
GM13438	573
GM11204	147
GM14639	866
GM11922	475
GM11822	415
GM12287	707
GM12234	429
GM15289	244
GM13808	184
GM7429	348
GM14999	624
GM14730	1045
GM11188	388
GM12799	2560
GM15547	333
GM12303	673
GM12467	745
VMN1R-PS120	377
GM14676	858
GM14375	855
GM12217	696
GM11675	832
GM14801	447
GM14026	1789
GM14854	841
GM13885	187
GM15807	1126
GM13471	433
GM12870	1016
GM7901	1825
GM4886	1176
GM14472	282
H3F3A-PS1	410
GM14069	229
PISD-PS1	1115
GM15333	364
GM14755	384
GM15596	784
GM5762	258
GM12250	2702
GM12072	351
GM12133	661
GM11450	333
RHOX3-PS	648
GM14032	1026
GM12385	795
GM13633	898
GM11198	974
GM2420	1551
GM11358	492
GM13418	944
GM15770	584
GM12123	472
GM12904	1399
GM14791	1166
GM11996	915
GM11701	1142
GM13296	1015
GM16523	559
VMN1R221	1084
GM14933	481
GM14162	601
GM8822	2347
GM11877	852
GM14253	1194
GM9164	1008
GM15314	2559
GM14615	1816
GM12642	876
GM14366	730
GM13801	160
GM13921	463
GM14287	117
LDHA-PS	995
GM14063	309
GM13384	1344
GM11984	766
GM13244	1446
GM8401	1739
GM14723	215
GM12327	1168
GM14028	479
GM11321	902
GM14143	357
GM5395	915
GM14404	1660
4930415H17RIK	123
GM13622	433
GM6952	159
GM15036	400
GM12807	962
GM15064	328
GM14008	274
GM11260	942
GM13228	634
VMN1R-PS1	573
GM378	820
GM15565	427
GM13542	637
GM14990	445
GM11908	347
GM8814	535
BTC	2876
GM5187	991
MUP-PS18	531
GM11955	470
GM15754	478
GM12363	668
GM11225	1049
GM14208	678
GM12313	421
GM3712	2071
GM4772	843
GM13754	1016
GM12741	556
GM14141	783
GM14442	1736
GM14415	1578
OLFR408-PS1	923
GM13884	829
GM12218	399
GM12928	573
GM14970	355
GM9670	336
GM12437	184
GM15724	442
GM12692	546
MKRN1-PS1	1394
GM12136	1209
GM14938	943
GM15028	370
GM4596	442
GM15480	519
ZFP389	934
GM14803	361
GM11927	759
GM14036	480
GM16017	208
GM15621	364
GM14916	204
GM14799	429
GM16021	219
GM5401	365
GM13045	712
GM13545	482
GM12011	618
GM12016	681
FAU-PS1	252
GM13401	291
GM13303	1284
GM12486	541
GM11414	263
GM13740	310
GM13126	3063
GM11425	498
GM6517	521
GM15004	630
GM6973	721
GM15148	156
GM13292	1002
GM14610	966
OLFR1327-PS1	867
GM13742	457
GM13171	391
OLFR1315-PS1	945
GM7110	597
GM11231	1706
GM9025	1568
GM13813	787
GM11688	308
GM15136	533
GM4914	459
GM12686	397
GM12604	380
GM14709	304
GM13863	602
GM15364	585
GM11676	490
GM15244	130
MAGEB7-PS	1041
GM11894	328
GM11502	1211
GM12183	2011
GM13665	528
GM11598	357
GM13776	1261
GM9430	1527
GM11988	1069
GM13685	141
GM8844	2614
GM15147	483
GM15765	910
RAB9B-PS1	606
RPS6-PS3	750
GM14060	447
GM6743	1066
GM12980	336
GM13079	3578
GM13501	979
KIF22-PS	1984
GM8213	441
GM7206	380
GM12242	738
GM11619	237
GM4746	2406
GM11687	886
RPS12-PS19	400
H2AFB2-PS	336
GM13486	282
GM16177	718
GM15693	637
GM11919	721
GM11628	171
1700119I11RIK	334
GM14356	869
GM11880	399
GM5909	1281
GM14871	194
GM14214	776
GM13687	282
GM12570	916
GM6798	360
GM40	660
GM12937	448
GM13615	1612
GM15195	263
GM11835	663
GM12636	624
GM12229	468
GM15003	446
GM14816	294
GM9378	471
GM13591	606
GM15673	938
GM11793	981
GM4915	1569
GM13937	988
GM15374	844
GM11452	690
GM12902	322
GM13342	207
GM5757	528
VAMP7-PS	655
GM13349	411
GM12667	1332
GM6272	186
GM14067	314
GM8200	222
GM15182	1676
GM11199	507
GM12168	368
GM11556	288
RPL31-PS6	378
GM11253	201
GM13712	2295
GM7860	879
GM13456	1365
GM14981	943
GM14704	874
GM15207	442
VMN1R-PS112	544
GM9095	881
GM13311	380
GM14336	475
GM11667	486
GM12196	262
GM14898	645
OLFR1073-PS1	595
GM12377	252
GM14813	395
GM12344	329
GM15065	273
GM11850	479
GM11404	494
GM15806	955
GM11406	484
GM5387	857
GM13317	488
SNRP1C-PS2	365
GM12812	433
GM15157	702
GM15580	556
GM11726	424
GM15026	458
GM15586	528
GM5255	642
GM11485	1175
GM14896	1351
GM14683	4288
GM12634	992
GM15711	535
GM8737	642
GM11903	727
OLFR1268-PS1	924
GM13050	1345
GM12058	437
OLFR1003-PS1	725
GM13527	691
GM11979	743
GM13182	312
GM13761	807
OLFR336-PS1	939
GM8569	647
GM15387	1220
GM15436	344
GM12129	1147
GM15443	820
GM12433	255
GM14943	546
GM11558	459
GM12950	417
GM11331	288
GM15074	936
GM14793	311
GM14227	629
GM12645	275
GM15212	466
GM13141	456
GM9673	781
GM12700	457
GM15021	742
GM8482	471
GM16148	893
GM14638	216
GM12045	573
GM7670	641
GM15464	431
GM13829	138
GM7746	503
4930503H13RIK	725
GM12518	779
GM12149	654
GM13239	637
GM6025	201
SMT3H2-PS	285
GM14852	647
GM16219	274
GM8244	264
RPL7A-PS13	563
GM12632	495
GM15493	528
GM12535	484
GM15204	2281
RPS13-PS5	456
GM12566	359
GM5639	2403
GM14834	795
GM13365	967
GM15779	412
GM12900	573
GM14750	516
GM14923	155
GM11248	281
GM12815	135
GM2012	1131
GM11402	309
RPL30-PS5	361
MUP-PS19	519
GM15481	539
GM12732	180
GM14056	642
GM11366	429
GM12754	454
GM15358	520
GM14001	247
GM14725	828
GM15897	1486
GM7857	358
VMN1R-PS125	290
GM14736	336
FAU-PS2	371
GM14612	881
GM11590	1455
GM15516	193
TRAV13-3	497
GM8761	955
GM11470	1475
GM13677	595
GM11348	318
GM13258	290
GM5393	272
GM14050	346
GM14006	981
GM11876	269
GM11857	324
GM11914	507
GM6382	942
GM11843	425
GM15371	784
GM12818	1349
GM13469	350
GM14885	496
GM12675	173
GM15349	204
GM12697	667
GM12774	416
GM14689	229
GM12961	1050
GM11474	277
GM12124	679
GM14156	483
GM14972	364
DYNLT1-PS1	693
GM15652	305
GM15190	276
GM16187	199
GM15040	1241
GM12913	545
GM15316	421
GM12736	236
GM13792	423
GM14460	639
GM11907	1007
GM12515	361
GM15616	375
GM11663	290
GM6881	833
GM15172	1046
GM12362	342
DEFA-PS14	418
GM12987	489
OLFR990-PS1	896
GM14721	525
GM15120	301
GM11633	444
RPL31-PS5	375
GM13087	256
GM14928	477
GM12489	148
GM12087	258
GM11393	288
GM14564	294
GM14416	2308
GM12451	633
GM11424	829
GM13260	869
FAM48B1	1560
GM14845	306
GM11363	509
GM14467	273
RPL23A-PS6	468
GM15153	274
GM15474	135
GM16394	675
GM5381	1250
GM12026	1024
GM15422	541
OLFR602-PS1	960
GM14127	678
GM9703	343
GM13354	169
GM12988	478
GM15625	1093
GM15181	177
RPS12-PS1	401
GM14265	305
RPL9-PS2	577
GM12156	554
GM6620	715
GM14899	548
OLFR1021-PS1	949
GM8692	438
GM14888	174
GM6923	406
GM13024	718
GM14826	901
GM15546	826
GM12366	873
GM12457	168
GM14411	914
1700064H15RIK	394
GM11622	691
GM12727	359
GM15793	495
GM14722	689
GM12803	821
GM381	2037
GM15058	458
GM8805	313
ITPA-PS3	395
GM7061	1419
GM15861	339
GM15191	1000
GM13162	454
RPS11-PS5	454
GM15052	269
GM5319	873
GM9126	416
GM15957	974
VMN1R-PS100	867
GM14489	901
GM13396	271
GM13284	547
GM12155	160
GM4875	786
GM12176	875
GM9308	214
GM6806	1006
GM13193	225
GM13385	220
GM12015	843
GM11561	417
GM14554	661
GM13560	329
GM15465	125
GM14423	121
RPL17-PS1	552
RPL13-PS1	668
GM14782	195
GM14150	1354
GM8682	498
GM14860	429
GM12956	414
GM5678	834
GM11953	1003
GM16428	723
GM12175	345
TRAV4D-2	358
GM13803	489
GM12880	494
GM14731	376
GM15828	522
GM14716	718
GM15741	754
GM6097	345
GM5397	1453
GM16106	294
GM15780	935
GM12591	1177
GM14786	944
GM12982	190
GM13118	549
GM13612	390
GM15373	214
GM14519	312
GM14588	172
GM16421	1557
GM12994	447
GM14748	411
4930448K20RIK	998
GM13537	267
GM13879	242
GM13484	412
GM5759	811
GM16066	1086
GM14053	470
GM14299	397
GM11931	447
GM12021	1904
GM7134	2406
GM14537	599
GM15106	821
GM12293	590
GM11746	821
DEFA-PS9	276
GM13204	821
GM11362	850
GM13806	325
GM14674	342
GM13358	569
GM14745	1096
GM15730	415
MUP-PS5	99
VMN1R-PS93	432
GM12165	342
GM13263	796
GM15773	1448
GM15367	1016
RPL15-PS1	564
GM12598	830
GM11889	1079
GM13009	267
GM12583	853
GM13525	478
GM14789	228
OLFR1185-PS1	912
OLFR1293-PS	939
GM13339	510
OLFR475-PS1	932
GM5386	2450
GM14607	491
GM12934	343
GM12831	171
GM15014	258
GM12881	203
OLFR1027-PS1	1342
GM11383	807
GM6480	1886
RPSA-PS9	885
GM5844	2191
GM11982	314
GM12041	602
GM12379	391
GM11557	1008
GM14323	627
CCL19-PS1	327
GM14083	620
GM7823	1623
SMT3H1-PS	280
GM14832	322
GM13736	704
GM12398	307
GM14758	138
GM14119	235
GM8770	1109
GM14739	802
GM15240	720
GM11440	527
DEFA-PS16	171
GM12641	985
GM13864	785
GM6939	864
GM11462	562
GM13135	3121
GM8172	750
GM5863	1008
GM12785	172
GM6067	491
GM13462	961
GM13586	464
CYP2J8	1512
GM14811	117
GM13887	344
GM7658	1256
GM16166	787
GM15095	1430
GM2810	990
GM14881	372
GM14103	366
GM12850	436
GM13355	317
GM11540	780
GM12177	1996
GM12587	427
GM11920	563
GM7834	437
GM13359	695
GM12507	415
GM13217	953
GM15504	265
GM8036	1718
NAIP3	4867
GM15303	2624
GM12731	268
GM2566	399
GM6884	615
GM15131	595
GM10601	1422
GM12465	300
RPL13-PS5	633
GM6754	913
GM14614	384
GM16082	377
GM14581	198
GM12630	784
GM15214	470
GM13517	1495
GM13672	459
GM15129	279
GM14363	409
GM15056	375
GM11911	1023
RPSA-PS11	889
OLFR1274-PS	1035
GM11526	175
OLFR1149-PS1	445
GM12318	273
GM14042	833
GM11389	430
RPS13-PS6	428
GM5903	4405
GM13557	382
GM14052	1031
RPS10-PS3	500
GM11566	203
GM11848	973
GM15126	833
GM6238	465
GM13975	782
GM11221	597
GM15678	960
GM13250	753
GM13413	602
GM12392	938
GM15715	283
GM13623	625
GM12053	252
GM1335	386
GM14687	363
GM12816	1212
2810453I06RIK	2276
GM12978	522
GM11764	623
GM16518	508
GM11703	483
GM12163	389
GM13555	319
GM6222	396
GM15331	385
RPS15A-PS6	393
GM11804	468
GM14982	442
GM11829	282
GM6373	360
GM13140	3151
GM14604	442
GM13720	196
GM14561	798
GM14910	1805
GM8087	567
GM9083	819
OLFR334-PS1	906
GM15959	368
GM14900	733
GM13233	1443
GM11606	617
GM9835	426
GM11388	159
GM13433	240
GM12416	1008
GM16100	231
GM14699	228
GM14082	801
GM14822	291
GM11242	2457
GM12285	233
GM15001	795
GM12986	967
GM14140	995
GM13356	335
GM14795	471
OLFR268-PS1	945
GM14533	93
GM12191	348
GM14980	736
GM14882	218
GM7785	892
GM13195	261
GM12748	504
GM14751	222
GM11800	579
GM16431	431
GM13350	479
GM13668	1001
GM11845	327
GM14670	337
GM11980	986
GM11408	519
GM14126	395
GM13172	256
AMY2B	1577
GM11484	338
GM13223	747
GM15382	537
GM14667	1350
GM12765	599
GM15531	252
GM11249	859
GM14153	1139
GM4760	1030
GM11736	505
GM12438	336
GM15385	667
GM4908	1212
GM11863	231
GM11356	341
GM14494	782
GM14578	391
GM4732	473
GM6044	499
GM13430	288
GM6429	475
GM12917	639
GM12393	848
GM15309	240
GM5303	1252
GM12876	408
GM14073	381
GM14421	1958
GM14620	383
RPL10-PS4	286
GM14790	1293
GM13386	124
GM13410	1415
GM15171	334
GM11609	793
GM14724	537
GM15854	808
GM6341	411
GM15578	475
GM6826	528
VMN1R-PS126	926
GM16203	496
GM14109	309
GM15189	1966
GM12723	451
GM12210	153
GM14560	375
GM14422	151
GM14844	273
GM11504	173
GM15170	2023
GM11792	168
CYP4A29-PS	1530
GM12418	942
GM5073	820
GM15752	394
GM12288	1282
GM13424	407
GM14334	693
GM12579	783
OLFR1103-PS1	938
GM11380	1000
GM11852	222
GM4913	1290
APC-PS1	470
GM12459	356
GM11892	1202
GM11866	335
GM12201	1234
GM13511	363
GM14655	578
GM12180	661
GM15967	1116
GM11427	1612
GM4917	650
GM11429	144
GM11344	335
GM8648	221
VMN1R-PS97	603
GM14201	289
GM6580	1357
GM14405	2330
GM12321	804
GM13409	546
GM13064	557
GM7190	1452
GM12206	601
D11BHM181E	282
GM7820	1052
GM12187	1375
GM12693	483
GM15007	710
GM13903	193
GM13828	363
GM15575	1581
GM14969	306
OLFR1146-PS1	922
GM11805	600
OLFR404-PS1	1010
GM12836	1020
GM15571	637
RPL31-PS12	375
4930595D18RIK	818
GM13567	247
GM15272	233
GM13581	278
GM9432	759
GM15066	2608
GM12080	1883
GM12388	1887
GM11421	294
GM13788	601
GM7821	788
GM11338	1160
GM14780	2737
GM11522	176
GM11969	356
GM14869	884
GM13737	232
GM12274	385
GM14875	319
GM11912	264
GM14081	930
HBB-BH3	301
GM16425	2680
GM11410	1143
GM12919	1594
GM14528	231
GM12427	302
GM15016	720
GM11255	1180
GM15215	489
GM7831	552
GM11546	354
GM11779	368
GM11862	659
GM14158	308
GM15096	878
GM11796	972
GM13406	256
GM12262	305
GM13246	315
GM7222	906
GM11698	455
HSPE1-PS4	286
MUP-PS1	544
GM13453	357
GM13259	456
GM15659	341
GM14668	1724
GM15180	492
GM11185	1007
GM11839	1953
GM6574	362
GM14623	603
GM5403	2795
GM15300	279
GM13210	273
GM7108	3407
GM15116	663
GM12738	536
KARS-PS1	1767
GM15568	1213
GM5939	2874
GM13460	353
GM7816	1194
GM14470	466
GM14874	438
GM11461	387
GM12572	415
OLFR1127-PS1	856
GM11511	540
GM13254	654
GM13498	2166
GM12384	919
GM12550	329
GM14080	786
GM4993	1174
GM13551	430
GM15376	783
GM14589	727
GM13638	1157
GM11838	231
GM13332	1398
CTSF	1975
GM15361	444
GM13688	608
GM15815	255
GM13502	684
CSNK2A1-PS	1175
GM8812	412
GM15030	484
GM13679	484
GM12010	2017
GM14313	289
GM14957	817
GM12638	298
VMN1R-PS114	1040
GM12085	940
GM12332	922
GM12309	182
GM12110	579
MUP-PS15	539
GM13315	989
GM13868	294
AA414768	1257
GM15926	550
GM5760	990
GM5643	966
OLFR1374-PS1	936
GM11742	233
GM11871	1061
GM15185	746
GM14402	508
GM15192	293
GM11284	1887
GM13935	798
GM14931	253
GM14997	636
GM14121	1380
RPL38-PS1	215
VCP-RS	2406
GM11826	438
GM14220	449
GM11859	455
GM12400	1003
GM7599	796
MAGEA7-PS	960
GM13579	517
GM13397	878
OLFR1332-PS1	954
GM11539	557
GM12475	1389
GM11693	565
GM13156	321
GM14238	323
GM14237	430
GM14666	843
GM7363	401
GM6491	990
GM8260	353
GM13913	260
VMN1R-PS99	766
GM9060	805
GM15783	633
GM14907	854
GM12540	319
GM11581	763
GM11708	832
OLFR1004-PS1	454
GM12656	577
GM13105	2034
OLFR360	1425
GM8606	888
GM12237	470
GM14535	728
GM12895	226
GM14887	663
GM8806	1407
GM13214	408
GM15332	357
GM11422	1103
GM11235	333
GM13392	150
GM11449	476
GM15057	534
GM11882	506
GM12653	561
GM13196	402
GM4919	604
GM3244	390
SCGB2B22-PS	340
GM6433	875
OLFR595-PS1	927
GM12813	902
GM11411	719
GM15426	556
GM11860	1010
GM11550	699
GM13681	210
GM13121	632
GM14148	1040
GM6335	1194
GM15194	434
GM12618	483
GM11203	741
GM15542	1194
GM5466	1890
GM13458	367
GM15033	673
GM11900	352
GM13506	1083
GM14394	295
GM13041	1524
GM13019	276
GM15725	1090
GM8410	605
GM13176	477
GM11340	412
GM14300	946
RPL30-PS10	347
GM12268	442
VMN1R-PS110	1094
GM14840	594
GM14690	375
GM15378	207
OLFR269-PS1	302
OLFR1035-PS1	925
GM14485	493
GM15665	847
GM14776	887
GM15604	1456
GM13221	430
RPL35A-PS4	333
GM13992	156
GM12007	597
GM14591	518
GM15198	186
GM13006	214
GM13437	1981
GM14878	293
GM15405	342
GM12760	482
GM15824	958
GM11471	198
GM15187	264
GM5402	1618
GM14491	199
RPL7A-PS12	794
GM15329	155
GM11187	446
GM15519	1566
GM14768	678
GM15038	296
GM12826	379
GM11904	248
GM8749	331
GM13487	864
GM14619	168
GM11445	532
GM14905	639
GM13338	361
GM13226	404
GM15037	259
GM13108	1455
GM12839	333
GM5510	486
GM12182	1008
GM12935	246
GM12501	529
GM4909	794
GM11652	1267
GM15225	1017
GM15840	943
GM9431	1051
GM14281	1294
NSA2-PS2	773
GM12118	532
GM13491	235
GM13207	773
GM15267	464
GM9440	539
GM5555	1014
GM15375	849
GM11883	327
RPS8-PS2	627
GM14706	255
GM14044	447
GM14574	279
GM12308	389
GM14521	350
GM13888	422
GM8534	766
GM11784	474
GM14940	495
GM12423	135
GM14515	216
GM15044	598
GM12873	422
GM13877	417
GM11263	749
GM14172	644
GM14609	902
GM15470	1371
GM12255	210
GM14861	455
GM13407	360
GM12450	468
GM7541	535
GM12842	476
GM6027	756
DEFA-PS4	183
GM13478	413
GM12749	1159
OLFR647-PS1	877
GM11881	572
GM14577	256
GM15196	482
GM14998	495
GM9429	868
GM13674	823
GM6418	3577
GM12157	748
GM15321	288
MUP-PS21	448
GM12001	913
GM13432	241
GM15035	1562
GM13867	395
GM13450	28
H2-M6-PS	1034
GM14381	414
GM15808	604
GM14942	336
GM16016	550
GM12466	620
GM12585	290
OLFR1379-PS1	824
GM14663	1153
OAT-RS1	1311
GM13320	330
TPT1-PS1	436
GM13321	399
GM11514	432
GM11227	471
GM13729	406
GM14516	252
GM14814	305
GM11989	672
GM6645	2726
GM12035	623
GM9043	314
GM6877	1101
GM12896	226
GM14939	680
GM5942	439
GM13234	747
GM13340	1545
GM11929	945
GM11941	610
GM14711	217
GM11451	630
GM12770	462
GM13666	799
GM14671	262
GM11849	261
GM7312	469
GM15709	213
GM12533	138
GM16411	1100
GM12432	186
GM11247	308
GM15538	313
RPSA-PS3	876
GM14186	137
GM15393	219
GM15394	1308
GM15885	388
GM8688	969
GM14741	1009
GM8051	466
GM14043	228
GM13916	628
GM13614	503
GM13722	3066
GM9200	1354
RPL21-PS15	553
GM14805	340
GM14579	283
GM12821	600
GM12028	436
GM14911	989
GM14810	486
GM14893	282
GM15916	1170
GM12640	310
GM14863	307
GM16007	286
OAZ2-PS	537
GM8832	395
POU2F3-RS1	1046
GM12795	539
GM12878	332
H2AFB3-PS	348
GM5390	1230
GM11771	732
GM14414	573
GM15529	994
GM14586	408
GM15570	625
GM7224	2066
GM12469	207
GM15188	704
GM4459	468
GM12502	444
GM2030	1129
GM11262	833
GM15602	437
GM13366	976
GM11786	155
GM13312	466
GM11480	659
GM15175	132
GM14754	726
GM8876	1122
GM9225	836
GM13148	745
GM13876	261
GM12787	396
GM14086	173
GM6088	2539
GM14229	850
RASL2-9	1006
GM13357	537
GM11524	807
GM11384	294
GM11875	799
GM12099	750
GM12245	357
GM15798	408
GM11258	1218
GM11853	1384
GM11473	359
GM12152	684
GM14903	537
GM11433	228
GM14575	560
GM12358	520
GM11334	156
GM5648	1587
GM10169	541
GM6829	360
GM14304	446
GM9183	1569
VMN1R-PS111	997
ZFP133-PS	1802
GM11367	123
GM11699	401
GM12989	731
GM12892	1146
GM9119	495
GM6640	1587
PCNA-PS1	738
GM6539	1064
GM14034	551
GM12412	328
GM13504	546
GM15154	366
GM13743	724
GM14094	610
GM14465	567
GM9575	1339
GM11971	288
1700045I19RIK	1190
GM12563	102
GM13914	991
GM12687	706
GM14932	453
GM2986	382
GM4912	1044
GM14428	822
GM13153	637
GM8624	669
OLFR1117-PS1	921
GM13592	1010
GM13123	492
GM14688	303
GM15078	782
GM3931	455
GM5883	495
GM14499	519
GM14202	311
GM13436	618
GM13865	865
CCNB2-PS	2296
GM15161	387
GM12901	532
GM7700	970
GPR144	2662
GM11671	424
GM11865	859
GM11887	230
GM13854	1679
SH3D2C-PS1	904
GM16202	544
GM14197	1049
GM13035	342
GM16209	627
GM12495	447
GM6039	1250
PRDX6-PS2	694
GM14592	560
GM13796	313
GM11456	256
GM15297	290
GM11812	917
GM12421	307
GM14824	737
GM13543	796
GM14727	525
GM11662	1193
GM13100	1439
GM14108	494
GM14534	357
GM12014	1620
GM12814	846
GM7803	1015
GM14559	496
GM13468	445
RPS15A-PS4	392
GM14524	683
PGAM1-PS1	749
GM9050	448
GM11516	1582
GM15335	411
GM11405	1556
GM15362	388
GM11689	302
GM15988	367
GM15566	590
GM13394	1178
GM7180	513
GM14837	206
GM13473	367
GM13361	1431
GM15094	1131
GM14775	310
GM12728	493
GM14842	269
GM11660	412
GM12739	382
GM14729	689
GM11888	810
RPS18-PS2	398
GM11644	150
GM11499	322
GM6092	2029
GM12721	268
RPL12-PS2	321
GM14274	615
GM16123	1517
GM15670	447
GM13369	987
GM13800	166
GM14584	637
GM12673	179
GM12455	416
GM13676	591
GM14848	417
GM12131	359
GM13466	999
GM3828	257
GM15110	881
GM14713	686
GM13071	376
GM5054	453
GM15502	208
GM5133	1255
GM13435	1023
GM13033	1057
GM14400	2135
GM14908	1286
GM11977	1461
GM6415	348
GM14631	594
HMGB1-PS5	557
AMD-PS1	994
OLFR1376-PS1	898
GM13039	794
GM15712	1156
GM15006	1122
GM2199	874
GM8839	1645
GM14248	544
GM13771	238
GM13841	636
GM12577	574
GM11898	385
LDHA-PS2	1057
