NAME	CHR	GC-CONTENT	TYPE
RAB4B	19	51.94	protein_coding
RAB4B	19	54.22	protein_coding
RAB5A	3	39.8	protein_coding
RAB5B	12	46.38	protein_coding
RAB5C	HG185_PATCH	49.36	protein_coding
RAB5C	17	49.36	protein_coding
RAB6A	11	41.43	protein_coding
RAB6B	3	49.59	protein_coding
RAB6C	2	43.19	protein_coding
RAB7A	3	44.06	protein_coding
RAB7A	LRG_266		LRG_gene
RAB7L1	1	45.95	protein_coding
RAB8A	19	53.79	protein_coding
RAB8B	15	39.83	protein_coding
RAB9A	X	41.6	protein_coding
RAB9AP1	Y	41.01	pseudogene
RAB9AP2	Y	38.74	pseudogene
RAB9AP3	Y	41.01	pseudogene
RAB9AP4	Y	38.42	pseudogene
RAB9AP5	Y	38.71	pseudogene
RAB9B	X	39.63	protein_coding
RAB9BP1	5	40.89	pseudogene
RABAC1	19	61.62	protein_coding
RABEP1	17	41.37	protein_coding
RABEP2	16	52.63	protein_coding
RABEPK	9	46.49	protein_coding
RABEPKP1	13	41.72	pseudogene
RABGAP1	9	38.49	protein_coding
RABGAP1L	1	37.91	protein_coding
RABGEF1	7	42.61	protein_coding
RABGGTA	14	57.92	protein_coding
RABGGTB	1	37.87	protein_coding
RABIF	1	45.67	protein_coding
RABL2A	2	49.92	protein_coding
RABL2B	22	50.05	protein_coding
RABL2B	HG497_PATCH	50.05	protein_coding
RABL3	3	37.93	protein_coding
RABL5	7	49.35	protein_coding
RABL6	9	57.68	protein_coding
RAC1	7	45.86	protein_coding
RAC1P1	18	43.62	pseudogene
RAC1P2	4	55.94	pseudogene
RAC1P3	13	41.31	pseudogene
RAC1P4	X	47.67	pseudogene
RAC1P5	4	46.7	pseudogene
RAC1P6	7	39.95	pseudogene
RAC1P7	1	44.3	pseudogene
RAC1P8	13	38.71	pseudogene
RAC2	22	57.65	protein_coding
RAC2	LRG_97		LRG_gene
RAC3	17	68.77	protein_coding
RACGAP1	12	43.65	protein_coding
RAD1	5	40.32	protein_coding
RAD17	HSCHR5_1_CTG1	39.61	protein_coding
RAD17	5	39.7	protein_coding
RAD17P1	7	38.49	pseudogene
RAD17P2	13	39.51	pseudogene
RAD18	3	40.44	protein_coding
RAD21	8	36.02	protein_coding
RAD21-AS1	8	42.18	protein_coding
RAD21L1	20	41.9	protein_coding
RAD23A	19	54.44	protein_coding
RAD23B	9	38	protein_coding
RAD23BLP	21	38.83	pseudogene
RAD23BP1	3	45.15	pseudogene
RAD23BP2	7	42.09	pseudogene
RAD50	5	38.7	protein_coding
RAD51	15	43.5	protein_coding
RAD51AP1	12	36.43	protein_coding
RAD51AP2	2	34.45	protein_coding
RAD51B	14	40.99	protein_coding
RAD51C	17	41.75	protein_coding
RAD51D	17	48.04	protein_coding
RAD51L3-RFFL	17	44.43	protein_coding
RAD52	12	45.38	protein_coding
RAD54B	8	36.72	protein_coding
RAD54L	1	46.5	protein_coding
RAD54L2	HG186_PATCH	44.3	protein_coding
RAD54L2	3	44.3	protein_coding
RAD9A	11	59.59	protein_coding
RAD9B	12	42.63	protein_coding
RADIL	7	53.13	protein_coding
RAE1	20	44.61	protein_coding
RAET1E	6	46.83	protein_coding
RAET1G	6	54.05	protein_coding
RAET1K	6	53	pseudogene
RAET1L	6	52.49	protein_coding
RAET1M	6	49.62	pseudogene
RAF1	3	42.69	protein_coding
RAG1	11	39.11	protein_coding
RAG1	LRG_98		LRG_gene
RAG2	11	38.54	protein_coding
RAG2	LRG_99		LRG_gene
RAI1	17	56.45	protein_coding
RAI14	5	42.13	protein_coding
RAI2	X	45.61	protein_coding
RALA	7	39.69	protein_coding
RALB	2	46.37	protein_coding
RALBP1	18	41.38	protein_coding
RALGAPA1	14	36.27	protein_coding
RALGAPA1P	9	40.13	pseudogene
RALGAPA2	20	40.43	protein_coding
RALGAPB	20	39.37	protein_coding
RALGDS	9	58.2	protein_coding
RALGPS1	9	46.49	protein_coding
RALGPS2	1	36.84	protein_coding
RALY	20	44.86	protein_coding
RALYL	8	35.32	protein_coding
RAMP1	2	52.41	protein_coding
RAMP2	17	55.13	protein_coding
RAMP3	7	51.29	protein_coding
RAN	12	45.79	protein_coding
RANBP1	22	57.68	protein_coding
RANBP10	16	49.74	protein_coding
RANBP17	5	37.4	protein_coding
RANBP2	2	39.01	protein_coding
RANBP3	19	52.74	protein_coding
RANBP3L	5	36.68	protein_coding
RANBP6	9	39.03	protein_coding
RANBP9	6	36.94	protein_coding
RANGAP1	22	53.26	protein_coding
RANGRF	17	59.59	protein_coding
RANP1	6	46.7	pseudogene
RANP1	HSCHR6_MHC_QBL	46.7	pseudogene
RANP1	HSCHR6_MHC_COX	46.7	pseudogene
RANP1	HSCHR6_MHC_SSTO	46.85	pseudogene
RANP1	HSCHR6_MHC_DBB	46.54	pseudogene
RANP1	HSCHR6_MHC_MANN	46.7	pseudogene
RANP2	7	48.03	pseudogene
RANP3	11	41.67	pseudogene
RANP4	X	40.29	pseudogene
RANP5	1	44.73	pseudogene
RANP6	4	45.5	pseudogene
RANP7	3	44.35	pseudogene
RANP8	13	45.65	pseudogene
RANP9	8	42.07	pseudogene
RAP1A	1	39.31	protein_coding
RAP1AP	14	40.35	pseudogene
RAP1B	12	39.25	protein_coding
RAP1GAP	1	56.62	protein_coding
RAP1GAP2	17	51.48	protein_coding
RAP1GDS1	4	36.01	protein_coding
RAP2A	13	36.2	protein_coding
RAP2B	3	42.02	protein_coding
RAP2C	X	37.7	protein_coding
RAPGEF1	9	48.49	protein_coding
RAPGEF2	4	36.57	protein_coding
RAPGEF3	12	54.44	protein_coding
RAPGEF4	2	40.56	protein_coding
RAPGEF5	7	39.42	protein_coding
RAPGEF6	5	37.88	protein_coding
RAPGEFL1	17	54.16	protein_coding
RAPH1	2	39.16	protein_coding
RAPSN	11	53.42	protein_coding
RARA	17	56.87	protein_coding
RARB	3	40.14	protein_coding
RARG	12	56.33	protein_coding
RARRES1	3	43.91	protein_coding
RARRES2	7	62.43	protein_coding
RARRES3	11	48.52	protein_coding
RARS	5	39.43	protein_coding
RARS2	6	38.27	protein_coding
RASA1	5	35.77	protein_coding
RASA2	3	36.35	protein_coding
RASA3	13	56.87	protein_coding
RASA4	7	55.58	protein_coding
RASA4B	7	55.86	protein_coding
RASA4CP	7	56.99	pseudogene
RASA4DP	7	57.96	pseudogene
RASAL1	12	51.7	protein_coding
RASAL2	1	36.99	protein_coding
RASAL3	19	57.19	protein_coding
RASD1	17	62.89	protein_coding
RASD2	22	55.56	protein_coding
RASEF	9	40	protein_coding
RASGEF1A	10	56.36	protein_coding
RASGEF1B	4	39.72	protein_coding
RASGEF1C	5	49.96	protein_coding
RASGRF1	15	49.95	protein_coding
RASGRF2	5	40.93	protein_coding
RASGRP1	15	41.82	protein_coding
RASGRP2	11	55.63	protein_coding
RASGRP2	LRG_100		LRG_gene
RASGRP3	2	40.76	protein_coding
RASGRP4	19	53.52	protein_coding
RASIP1	19	53.68	protein_coding
RASL10A	22	65.3	protein_coding
RASL10B	17	54.98	protein_coding
RASL11A	13	53.83	protein_coding
RASL11B	4	47.73	protein_coding
RASL12	15	52.14	protein_coding
RASSF1	HG325_PATCH	54.56	protein_coding
RASSF1	3	54.56	protein_coding
RASSF10	11	68.49	pseudogene
RASSF2	20	49.02	protein_coding
RASSF3	12	43.48	protein_coding
RASSF4	10	53.51	protein_coding
RASSF5	1	48.2	protein_coding
RASSF5	HG1293_PATCH	48.2	protein_coding
RASSF6	4	37.08	protein_coding
RASSF7	11	69.15	protein_coding
RASSF8	12	38.09	protein_coding
RASSF9	12	34.39	protein_coding
RAVER1	19	56.86	protein_coding
RAVER2	1	37.2	protein_coding
RAX	18	55.88	protein_coding
RAX2	19	64.32	protein_coding
RB1	13	36.91	protein_coding
RB1CC1	8	37.73	protein_coding
RBAK	7	44.72	protein_coding
RBBP4	1	43.27	protein_coding
RBBP4P1	5	44.28	pseudogene
RBBP4P2	3	43.28	pseudogene
RBBP4P3	6	44.31	pseudogene
RBBP4P4	6	44.45	pseudogene
RBBP4P5	14	43.84	pseudogene
RBBP4P6	5	38.12	pseudogene
RBBP5	1	40.77	protein_coding
RBBP6	16	37.61	protein_coding
RBBP7	X	42.25	protein_coding
RBBP8	18	37.83	protein_coding
RBBP8NL	20	63.79	protein_coding
RBBP8P1	X	38.67	pseudogene
RBBP9	20	41.68	protein_coding
RBCK1	20	51.12	protein_coding
RBFA	18	47.61	protein_coding
RBFOX1	16	41.37	protein_coding
RBFOX2	22	39.31	protein_coding
RBFOX3	HG748_PATCH	55.28	protein_coding
RBFOX3	17	55.18	protein_coding
RBKS	2	40.78	protein_coding
RBL1	20	43.07	protein_coding
RBL1	20	55.52	protein_coding
RBL2	16	38.71	protein_coding
RBM10	X	50.32	protein_coding
RBM11	21	35.69	protein_coding
RBM12	20	39.8	protein_coding
RBM12B	8	39	protein_coding
RBM12B-AS1	8	48.39	protein_coding
RBM14	11	48.64	protein_coding
RBM15	1	44.02	protein_coding
RBM15B	HG186_PATCH	55.91	protein_coding
RBM15B	3	55.86	protein_coding
RBM17	10	41.27	protein_coding
RBM18	9	40.75	protein_coding
RBM19	12	50.43	protein_coding
RBM20	10	43.93	protein_coding
RBM22	5	43.27	protein_coding
RBM22P1	18	46.84	pseudogene
RBM22P10	X	48.22	pseudogene
RBM22P10	HG1433_PATCH	48.22	pseudogene
RBM22P11	X	48.22	pseudogene
RBM22P2	13	49.37	pseudogene
RBM22P3	7	49.69	pseudogene
RBM22P5	9	49.12	pseudogene
RBM22P6	X	48.44	pseudogene
RBM22P6	HG1433_PATCH	48.44	pseudogene
RBM22P7	X	46.56	pseudogene
RBM22P7	HG1433_PATCH	46.56	pseudogene
RBM22P8	X	47.23	pseudogene
RBM22P9	X	47.65	pseudogene
RBM23	14	46.09	protein_coding
RBM24	6	41.4	protein_coding
RBM25	14	40.93	protein_coding
RBM26	13	34.26	protein_coding
RBM27	5	39.81	protein_coding
RBM28	7	42.03	protein_coding
RBM3	X	48.05	protein_coding
RBM3	HG1436_HG1432_PATCH	48.05	protein_coding
RBM33	7	40.78	protein_coding
RBM34	1	44.48	protein_coding
RBM38	20	59.97	protein_coding
RBM39	20	40.14	protein_coding
RBM4	11	45.16	protein_coding
RBM41	X	36.02	protein_coding
RBM42	19	53.79	protein_coding
RBM43	2	42.7	protein_coding
RBM44	2	37.39	protein_coding
RBM45	2	37.16	protein_coding
RBM46	4	34.66	protein_coding
RBM47	4	43.22	protein_coding
RBM48	7	39.51	protein_coding
RBM48P1	4	39.04	pseudogene
RBM4B	11	43.9	protein_coding
RBM5	3	44.45	protein_coding
RBM6	3	44.14	protein_coding
RBM7	11	38.27	protein_coding
RBM8A	1	45.18	protein_coding
RBM8A	HG1287_PATCH	45.2	protein_coding
RBMS1	2	39.2	protein_coding
RBMS1P1	12	47.15	pseudogene
RBMS2	12	43.87	protein_coding
RBMS2P1	12	50.41	pseudogene
RBMS3	3	36.26	protein_coding
RBMX	X	43.01	protein_coding
RBMX2	X	43.77	protein_coding
RBMX2P1	21	46.89	pseudogene
RBMX2P2	X	47.65	pseudogene
RBMX2P2	HG1453_PATCH	47.65	pseudogene
RBMX2P3	1	50.26	pseudogene
RBMX2P4	7	36.97	pseudogene
RBMX2P5	5	49.43	pseudogene
RBMXL1	1	41.18	protein_coding
RBMXL2	11	56.12	protein_coding
RBMXL3	X	62.73	protein_coding
RBMXL3	HG1462_PATCH	62.73	protein_coding
RBMXP1	6	45.84	pseudogene
RBMXP2	9	48.12	pseudogene
RBMXP4	4	48.41	pseudogene
RBMY1A1	Y	39.77	protein_coding
RBMY1A3P	Y	35.37	pseudogene
RBMY1B	Y	36.99	protein_coding
RBMY1D	Y	37	protein_coding
RBMY1E	Y	39.8	protein_coding
RBMY1F	Y	36.92	protein_coding
RBMY1HP	Y	36.04	pseudogene
RBMY1J	Y	37.99	protein_coding
RBMY1KP	Y	33.05	pseudogene
RBMY2AP	Y	34.56	pseudogene
RBMY2BP	Y	34.57	pseudogene
RBMY2DP	Y	34.55	pseudogene
RBMY2EP	Y	35.03	processed_transcript
RBMY2FP	Y	36.56	pseudogene
RBMY2GP	Y	34.13	pseudogene
RBMY2HP	Y	39.89	pseudogene
RBMY2JP	Y	38.39	pseudogene
RBMY2KP	Y	34.92	pseudogene
RBMY2NP	Y	34.26	pseudogene
RBMY2OP	Y	33.45	pseudogene
RBMY2QP	Y	34.3	pseudogene
RBMY2TP	Y	35.27	pseudogene
RBMY2UP	Y	33.74	pseudogene
RBMY2WP	Y	33.14	pseudogene
RBMY2XP	Y	33.22	pseudogene
RBMY2YP	Y	33.15	pseudogene
RBMY3AP	Y	34.73	pseudogene
RBP1	3	48.01	protein_coding
RBP2	3	44.04	protein_coding
RBP3	10	55.02	protein_coding
RBP3	HG1211_PATCH	55.02	protein_coding
RBP4	10	49.28	protein_coding
RBP5	12	49.08	protein_coding
RBP7	1	48.33	protein_coding
RBPJ	4	40.8	protein_coding
RBPJL	20	54.85	protein_coding
RBPJP2	9	42.23	pseudogene
RBPJP5	9	42.02	pseudogene
RBPJP6	9	42.21	pseudogene
RBPJP7	9	42.02	pseudogene
RBPMS	8	42.2	protein_coding
RBPMS2	15	52.71	protein_coding
RBPMSLP	21	52.83	pseudogene
RBX1	22	44.92	protein_coding
RC3H1	1	38.58	protein_coding
RC3H2	9	40.47	protein_coding
RCAN1	21	44.24	protein_coding
RCAN2	6	39.65	protein_coding
RCAN3	1	42.29	protein_coding
RCBTB1	13	42.24	protein_coding
RCBTB2	13	40.24	protein_coding
RCC1	1	50.06	protein_coding
RCC2	1	51.68	protein_coding
RCC2P1	Y	51.02	pseudogene
RCC2P2	Y	44.44	pseudogene
RCC2P3	7	53.82	pseudogene
RCC2P4	3	53.65	pseudogene
RCC2P5	3	53.4	pseudogene
RCC2P6	11	56.15	pseudogene
RCC2P7	6	55.85	pseudogene
RCC2P8	4	54.3	pseudogene
RCCD1	15	54.51	protein_coding
RCE1	11	60.51	protein_coding
RCHY1	4	34.99	protein_coding
RCL1	9	42.12	protein_coding
RCN1	11	43.38	protein_coding
RCN1P1	6	51.41	pseudogene
RCN1P2	13	48.64	pseudogene
RCN2	15	38.47	protein_coding
RCN3	19	53.61	protein_coding
RCOR1	14	43.48	protein_coding
RCOR2	11	60.76	protein_coding
RCOR3	1	37.38	protein_coding
RCSD1	1	46.77	protein_coding
RCVRN	17	50.52	protein_coding
RD3	1	51.2	protein_coding
RDBP	HSCHR6_MHC_MCF	49.59	protein_coding
RDBP	HSCHR6_MHC_QBL	49.59	protein_coding
RDBP	HSCHR6_MHC_COX	49.59	protein_coding
RDBP	HSCHR6_MHC_DBB	49.61	protein_coding
RDBP	6	49.59	protein_coding
RDBP	HSCHR6_MHC_SSTO	49.6	protein_coding
RDH10	8	41.68	protein_coding
RDH11	14	42.66	protein_coding
RDH12	14	41.06	protein_coding
RDH13	19	52.13	protein_coding
RDH13	HSCHR19LRC_COX1_CTG1	52.13	protein_coding
RDH13	HSCHR19LRC_COX2_CTG1	52.13	protein_coding
RDH13	HSCHR19LRC_LRC_I_CTG1	52.13	protein_coding
RDH13	HSCHR19LRC_LRC_J_CTG1	52.13	protein_coding
RDH13	HSCHR19LRC_LRC_S_CTG1	52.13	protein_coding
RDH13	HSCHR19LRC_LRC_T_CTG1	52.13	protein_coding
RDH13	HSCHR19LRC_PGF1_CTG1	52.13	protein_coding
RDH13	HSCHR19LRC_PGF2_CTG1	52.13	protein_coding
RDH14	2	41.88	protein_coding
RDH16	12	49.89	protein_coding
RDH5	12	52.34	protein_coding
RDH8	19	50.99	protein_coding
RDM1	17	43.27	protein_coding
RDX	11	39.96	protein_coding
REC8	14	55.21	protein_coding
RECK	9	39.34	protein_coding
RECQL	12	37.57	protein_coding
RECQL4	8	65.52	processed_transcript
RECQL5	17	53.18	protein_coding
REEP1	2	46.05	protein_coding
REEP2	5	58.31	protein_coding
REEP3	10	38.34	protein_coding
REEP4	8	62.11	protein_coding
REEP5	5	41.72	protein_coding
REEP6	19	60.84	protein_coding
REG1A	2	44.67	protein_coding
REG1B	2	43.48	protein_coding
REG1P	2	44.48	pseudogene
REG3A	2	49.09	protein_coding
REG3G	2	48.19	protein_coding
REG4	1	43.63	protein_coding
REL	2	37.76	protein_coding
RELA	11	55.62	protein_coding
RELB	19	51.26	protein_coding
RELL1	4	42.83	protein_coding
RELL2	5	60	protein_coding
RELN	7	37.48	protein_coding
RELT	11	59.84	protein_coding
REM1	20	50.66	protein_coding
REM2	14	56.08	protein_coding
REN	1	51.87	protein_coding
RENBP	X	55.93	protein_coding
RENBP	HG1497_PATCH	55.93	protein_coding
REP15	12	40.74	protein_coding
REPIN1	7	62.28	protein_coding
REPS1	6	37.32	protein_coding
REPS2	X	40.94	protein_coding
RER1	1	53.81	protein_coding
RERE	1	41.9	protein_coding
REREP1Y	Y	37.66	pseudogene
REREP2Y	Y	37.67	pseudogene
RERG	12	36.92	protein_coding
RERGL	12	35.03	protein_coding
RESP18	2	50.48	protein_coding
REST	4	42.81	protein_coding
RET	10	55.73	protein_coding
RETN	19	63.06	protein_coding
RETNLB	3	43.72	protein_coding
RETSAT	2	51.7	protein_coding
REV1	2	39.33	protein_coding
REV3L	6	36.9	protein_coding
REXO1	19	60.93	protein_coding
REXO1L1	8	52.65	protein_coding
REXO1L10P	8	63.71	protein_coding
REXO1L11P	8	63.71	protein_coding
REXO2	11	39.61	protein_coding
REXO4	HG79_PATCH	51.66	protein_coding
REXO4	9	51.63	protein_coding
RFC1	4	39.26	protein_coding
RFC2	7	48.95	protein_coding
RFC2	HG1257_PATCH	48.95	protein_coding
RFC3	13	37.82	protein_coding
RFC4	3	40.5	protein_coding
RFC5	12	45.74	protein_coding
RFESD	5	37.13	protein_coding
RFESDP1	13	37.96	pseudogene
RFFL	17	43.34	protein_coding
RFK	9	40.38	protein_coding
RFKP1	1	48.6	pseudogene
RFKP2	3	45.06	pseudogene
RFNG	17	67.12	protein_coding
RFPL1	22	46.11	protein_coding
RFPL1-AS1	22	49.56	antisense
RFPL2	22	50.07	protein_coding
RFPL3	22	47.75	protein_coding
RFPL3-AS1	22	42.18	protein_coding
RFPL4A	19	42.74	protein_coding
RFPL4B	6	40.13	protein_coding
RFT1	3	45.77	protein_coding
RFTN1	3	43.49	protein_coding
RFTN1P1	Y	41.56	pseudogene
RFTN2	2	40.86	protein_coding
RFWD2	1	36.32	protein_coding
RFWD2P1	18	44.58	pseudogene
RFWD3	16	43.53	protein_coding
RFX1	19	56.3	protein_coding
RFX2	19	47.54	protein_coding
RFX3	9	35	protein_coding
RFX4	12	42.7	protein_coding
RFX5	1	49.78	protein_coding
RFX5	LRG_101		LRG_gene
RFX6	6	34.58	protein_coding
RFX7	15	37.13	protein_coding
RFX8	2	45.24	protein_coding
RFXANK	19	54.72	protein_coding
RFXANK	LRG_102		LRG_gene
RFXAP	13	38.45	protein_coding
RFXAP	LRG_103		LRG_gene
RGAG1	X	42.87	protein_coding
RGAG4	X	54.99	protein_coding
RGCC	13	45.66	protein_coding
RGL1	1	39.98	protein_coding
RGL2	6	57.12	protein_coding
RGL2	HSCHR6_MHC_COX	57.14	protein_coding
RGL2	HSCHR6_MHC_MCF	57.13	protein_coding
RGL2	HSCHR6_MHC_QBL	57.14	protein_coding
RGL2	HSCHR6_MHC_DBB	57.15	protein_coding
RGL3	19	50.52	protein_coding
RGL4	22	55.37	protein_coding
RGMA	15	52.74	protein_coding
RGMB	5	43.29	protein_coding
RGN	X	43.37	protein_coding
RGP1	9	52.8	protein_coding
RGPD1	2	40.41	protein_coding
RGPD2	2	37.01	protein_coding
RGPD4	2	40.61	protein_coding
RGPD5	2	39.34	protein_coding
RGPD6	2	39.28	protein_coding
RGPD8	2	39.88	protein_coding
RGR	10	48.71	protein_coding
RGS1	1	33.89	protein_coding
RGS10	10	49.42	protein_coding
RGS11	16	64.56	protein_coding
RGS12	4	50.96	protein_coding
RGS13	1	35.75	protein_coding
RGS14	5	58.52	protein_coding
RGS16	1	50.88	protein_coding
RGS17	6	37.75	protein_coding
RGS17P1	13	42.86	pseudogene
RGS18	1	33.96	protein_coding
RGS19	20	63.49	protein_coding
RGS2	1	40.83	protein_coding
RGS20	8	42.32	protein_coding
RGS21	1	32.78	protein_coding
RGS22	8	37.84	protein_coding
RGS3	9	48.79	protein_coding
RGS4	1	39.47	protein_coding
RGS5	1	37.33	protein_coding
RGS6	14	41.86	protein_coding
RGS7	1	39.15	protein_coding
RGS7BP	5	39.01	protein_coding
RGS8	1	44.16	protein_coding
RGS9	17	47.68	protein_coding
RGS9BP	19	61.78	protein_coding
RGSL1	1	40.26	protein_coding
RHAG	6	39.67	protein_coding
RHBDD1	2	39.57	protein_coding
RHBDD2	7	47.79	protein_coding
RHBDD2	HG1257_PATCH	47.79	protein_coding
RHBDD3	22	56.01	protein_coding
RHBDF1	16	61.14	protein_coding
RHBDF1P1	3	58.73	pseudogene
RHBDF2	17	57.78	protein_coding
RHBDL1	16	68.27	protein_coding
RHBDL2	1	44.61	protein_coding
RHBDL3	17	51.16	protein_coding
RHBG	1	51.83	protein_coding
RHCE	1	46.8	protein_coding
RHCG	15	51.02	protein_coding
RHD	1	46.66	protein_coding
RHEB	7	42	protein_coding
RHEBL1	12	49.73	protein_coding
RHNO1	12	47.57	protein_coding
RHO	3	54.98	protein_coding
RHOA	3	46.57	protein_coding
RHOB	2	57.48	protein_coding
RHOBTB1	10	38.94	protein_coding
RHOBTB2	8	53.51	protein_coding
RHOBTB3	5	40.56	protein_coding
RHOC	1	57.18	protein_coding
RHOD	11	55.63	protein_coding
RHOF	12	56.13	protein_coding
RHOG	11	51.22	protein_coding
RHOH	4	42.59	protein_coding
RHOJ	14	40.33	protein_coding
RHOQ	2	44.36	protein_coding
RHOQP1	14	48.88	pseudogene
RHOQP2	2	50.49	pseudogene
RHOQP3	2	46.54	pseudogene
RHOT1	17	42.18	protein_coding
RHOT1P1	18	41.98	pseudogene
RHOT1P2	21	42.04	pseudogene
RHOT1P3	13	43.5	pseudogene
RHOT2	16	66.37	protein_coding
RHOU	1	46.54	protein_coding
RHOV	15	62.28	protein_coding
RHOXF1	X	41.99	protein_coding
RHOXF1	HG1442_PATCH	41.77	protein_coding
RHOXF2	X	45.15	protein_coding
RHOXF2	HG1442_PATCH	45.15	protein_coding
RHOXF2B	X	45.15	protein_coding
RHOXF2B	HG1442_PATCH	45.15	protein_coding
RHPN1	8	64.97	protein_coding
RHPN1-AS1	8	56.05	antisense
RHPN2	19	48.33	protein_coding
RIBC1	X	48.9	protein_coding
RIBC1	HG1433_PATCH	48.9	protein_coding
RIBC2	22	50.33	protein_coding
RIC3	11	39.92	protein_coding
RIC8A	11	57.49	protein_coding
RIC8B	12	38.48	protein_coding
RICTOR	5	35.53	protein_coding
RIF1	2	38.04	protein_coding
RIIAD1	1	51.01	protein_coding
RILP	17	64.33	protein_coding
RILPL1	12	50.64	protein_coding
RILPL2	12	48.81	protein_coding
RIMBP2	12	48.94	protein_coding
RIMBP3	22	62.54	protein_coding
RIMBP3B	22	62.52	protein_coding
RIMBP3C	22	62.51	protein_coding
RIMKLA	1	43.34	protein_coding
RIMKLB	12	41.05	protein_coding
RIMKLBP1	21	47.85	pseudogene
RIMKLBP2	1	43.73	pseudogene
RIMS1	6	35.57	protein_coding
RIMS2	8	35.39	protein_coding
RIMS3	1	51.39	protein_coding
RIMS4	20	49.54	protein_coding
RIN1	11	62.24	protein_coding
RIN2	20	45.4	protein_coding
RIN3	14	49.34	protein_coding
RING1	6	53.03	protein_coding
RING1	HSCHR6_MHC_COX	52.98	protein_coding
RING1	HSCHR6_MHC_MCF	53.03	protein_coding
RING1	HSCHR6_MHC_QBL	53	protein_coding
RING1	HSCHR6_MHC_MANN	53	protein_coding
RING1	HSCHR6_MHC_DBB	53.03	protein_coding
RINL	19	53.22	protein_coding
RINT1	7	41.55	protein_coding
RIOK1	6	40.11	protein_coding
RIOK2	5	36.71	protein_coding
RIOK3	18	41.88	protein_coding
RIOK3P1	13	38.09	pseudogene
RIPK1	6	45.34	protein_coding
RIPK2	8	36.01	protein_coding
RIPK3	14	55.93	protein_coding
RIPK4	21	53.49	protein_coding
RIPPLY1	X	51.24	protein_coding
RIT1	1	43.8	protein_coding
RIT2	18	35.68	protein_coding
RLBP1	15	49.07	protein_coding
RLF	1	39.69	protein_coding
RLIM	X	38.47	protein_coding
RLIMP1	13	44.77	pseudogene
RLIMP2	1	39.8	pseudogene
RLN1	9	39.04	protein_coding
RLN2	9	39.55	protein_coding
RLN3	19	50.95	protein_coding
RLTPR	16	62.66	protein_coding
RMI1	9	38.67	protein_coding
RMI2	16	50.87	protein_coding
RMND1	6	42.29	protein_coding
RMND5A	2	40.38	protein_coding
RMND5B	5	49.48	protein_coding
RMRP	9	63.26	misc_RNA
RMST	12	36.24	lincRNA
RN7SK	6	58.01	misc_RNA
RN7SKP1	13	52.12	misc_RNA
RN7SKP10	13	53.23	misc_RNA
RN7SKP2	13	43.89	misc_RNA
RN7SKP3	13	53.63	misc_RNA
RN7SKP4	13	52.8	misc_RNA
RN7SKP5	13	41.91	misc_RNA
RN7SKP6	13	46.71	misc_RNA
RN7SKP7	13	53.68	misc_RNA
RN7SKP8	13	49.72	misc_RNA
RN7SKP9	13	54.52	misc_RNA
RN7SL1	14	63	antisense
RN7SL2	14	62.96	misc_RNA
RNA28S5	X	57.18	pseudogene
RNA45S5	Y	51.25	pseudogene
RNA5-8S5	GL000220.1	57.52	rRNA
RNA5-8S5	GL000220.1	57.52	rRNA
RNA5-8SP2	16	52.63	rRNA
RNA5-8SP3	9	49.69	rRNA
RNA5-8SP4	19	48	rRNA
RNA5-8SP5	2	51.32	rRNA
RNA5-8SP6	Y	51.97	rRNA
RNA5-8SP7	20	42.58	rRNA
RNA5S1	1	60.5	rRNA
RNA5S10	1	60.5	rRNA
RNA5S11	1	60.5	rRNA
RNA5S12	1	60.5	rRNA
RNA5S13	1	60.5	rRNA
RNA5S14	1	60.5	rRNA
RNA5S15	1	60.5	rRNA
RNA5S16	1	60.5	rRNA
RNA5S17	1	60.5	rRNA
RNA5S2	1	60.5	rRNA
RNA5S3	1	60.5	rRNA
RNA5S4	1	60.5	rRNA
RNA5S5	1	60.5	rRNA
RNA5S6	1	60.5	rRNA
RNA5S7	1	60.5	rRNA
RNA5S8	1	60.5	rRNA
RNA5S9	1	61.34	rRNA
RNA5SP100	2	44.55	rRNA
RNA5SP101	2	57.41	rRNA
RNA5SP102	2	46.23	rRNA
RNA5SP103	2	50.85	rRNA
RNA5SP104	2	41.53	rRNA
RNA5SP105	2	38.94	rRNA
RNA5SP106	2	45	rRNA
RNA5SP107	2	42.62	rRNA
RNA5SP108	2	47.86	rRNA
RNA5SP109	2	44.83	rRNA
RNA5SP110	2	52.17	rRNA
RNA5SP111	2	44.55	rRNA
RNA5SP112	2	42.42	rRNA
RNA5SP113	2	51.19	rRNA
RNA5SP114	2	54.87	rRNA
RNA5SP115	2	53.27	rRNA
RNA5SP116	2	48.98	rRNA
RNA5SP117	2	43.22	rRNA
RNA5SP118	2	38.53	rRNA
RNA5SP119	2	47.86	rRNA
RNA5SP120	2	50.89	rRNA
RNA5SP121	2	47.52	rRNA
RNA5SP122	2	55.56	rRNA
RNA5SP123	3	52.1	rRNA
RNA5SP124	3	52.73	rRNA
RNA5SP125	3	44.17	rRNA
RNA5SP126	3	47.71	rRNA
RNA5SP127	3	44.36	rRNA
RNA5SP128	3	50.86	rRNA
RNA5SP129	3	47.46	rRNA
RNA5SP130	3	52.63	rRNA
RNA5SP131	3	50.42	rRNA
RNA5SP132	3	50.85	rRNA
RNA5SP133	3	49.58	rRNA
RNA5SP134	3	48.96	rRNA
